-2.6929412687,-2.8386743824,-1.0000000000
-1.2027808054,-2.2484979278,-1.0000000000
2.1539252044,-2.5954188318,1.0000000000
-2.2671264678,2.5700014581,-1.0000000000
-1.4298200748,-2.3893714160,-1.0000000000
1.0479864739,-0.5922189391,1.0000000000
3.3432684140,2.3706307479,1.0000000000
-2.5798951169,2.2383096164,-1.0000000000
-2.6042279597,-1.1984930823,-1.0000000000
1.2936674890,-1.0573112688,1.0000000000
2.7164271461,2.1557396093,1.0000000000
1.5177651864,1.7769556952,1.0000000000
-2.5271480881,-1.4326604382,-1.0000000000
-2.8502054006,1.5782522331,-1.0000000000
1.5127199894,-1.2658695239,1.0000000000
3.3538152838,-3.8906388446,1.0000000000
1.7673103963,-1.6163716774,1.0000000000
1.8030884278,-1.8841191075,1.0000000000
2.7409043606,2.2964992806,1.0000000000
3.6647300813,2.3713616598,1.0000000000
-1.2266035170,2.3124378350,-1.0000000000
-2.3581482149,-1.8425286096,-1.0000000000
-1.6004730883,1.9044253985,-1.0000000000
2.2755351009,-2.6539061135,1.0000000000
-0.6055840578,-1.4473522235,-1.0000000000
-2.0907940702,2.5427563511,-1.0000000000
2.4268337561,2.0047868479,1.0000000000
1.4982693311,1.7978511355,1.0000000000
0.9400380554,-0.7741324985,1.0000000000
2.7272661689,-3.0757225373,1.0000000000
-1.3717488833,2.1510698772,-1.0000000000
-2.2051743279,-1.3450249581,-1.0000000000
2.4337274069,1.8227545444,1.0000000000
-0.2096618767,-1.1735222140,-1.0000000000
-1.1525123611,-1.6139219588,-1.0000000000
-2.1331438385,-2.0511399257,-1.0000000000
-1.1582880602,2.7680246610,-1.0000000000
-2.1643056495,-2.8704813130,-1.0000000000
1.5061514413,2.0123549813,1.0000000000
2.9577520692,-3.6408912067,1.0000000000
1.8456386224,-1.7758630001,1.0000000000
2.2755598478,2.2089141860,1.0000000000
2.1791114889,2.1177536700,1.0000000000
-2.6230103112,-1.5899863180,-1.0000000000
-2.0641063045,1.6923602027,-1.0000000000
3.5143744769,2.2412612568,1.0000000000
3.3753093728,2.3678015141,1.0000000000
-2.1780672362,-2.5072155063,-1.0000000000
2.4251191260,2.0316347503,1.0000000000
-2.1608674080,3.0369207344,-1.0000000000
2.8378026443,-3.3432510259,1.0000000000
-1.3580075981,-1.7318606456,-1.0000000000
1.1601164880,-0.9758006197,1.0000000000
1.6165677377,-1.6306370210,1.0000000000
-2.0482457361,1.6162148563,-1.0000000000
-1.4847212694,-2.3529533635,-1.0000000000
-1.6702609147,-2.5246036538,-1.0000000000
1.9760568740,2.0736291748,1.0000000000
3.8452911245,2.2186021440,1.0000000000
3.0270503744,-3.0610879144,1.0000000000
1.2475604407,-0.9148460424,1.0000000000
-1.8143493213,2.2087439407,-1.0000000000
-1.0375042877,-1.3103728837,-1.0000000000
1.9060143115,-1.8159002793,1.0000000000
-1.8553976792,-1.5956347876,-1.0000000000
1.1581825117,-0.9203893292,1.0000000000
1.9452099626,-1.8019945678,1.0000000000
-1.1804243298,1.8289756887,-1.0000000000
-1.9933702061,2.9924987619,-1.0000000000
-1.1524780222,-1.4825233848,-1.0000000000
1.7413570576,2.0875073486,1.0000000000
3.3894899391,-4.0977407703,1.0000000000
1.8134480261,-1.8933843071,1.0000000000
1.9550252118,-1.8729820745,1.0000000000
2.3669206120,2.1357918236,1.0000000000
-2.9659718001,-5.0542901494,-1.0000000000
-2.5354025670,2.1461046486,-1.0000000000
2.4106166951,-3.0752045610,1.0000000000
-2.2757690740,1.3863620594,-1.0000000000
-2.7076818120,-2.9808986414,-1.0000000000
-2.4285703612,-2.3376805157,-1.0000000000
-2.4313350049,-2.9529565545,-1.0000000000
3.0377272817,2.0843810853,1.0000000000
0.9599583809,1.8656307770,1.0000000000
1.3942062119,-0.5561839880,1.0000000000
-2.4223475886,-2.9026211413,-1.0000000000
1.4297329797,-0.9070495269,1.0000000000
3.9580297179,2.5163362014,1.0000000000
-2.3098868684,1.5188780436,-1.0000000000
-2.2496419497,1.8165117054,-1.0000000000
1.0582630043,1.8792267249,1.0000000000
-2.0738209239,2.6117430704,-1.0000000000
-1.1437111104,2.1746696048,-1.0000000000
-1.8554324547,-0.8378653955,-1.0000000000
3.0203762946,1.9249534935,1.0000000000
-2.0106736084,-2.4928777694,-1.0000000000
-0.9431179046,0.4259020397,-1.0000000000
-3.2538950099,1.2965642555,-1.0000000000
-2.3358071614,-2.0704453312,-1.0000000000
-1.9520501784,-0.8412578487,-1.0000000000
-1.9787854861,-1.6795203871,-1.0000000000
1.5136343905,-1.3133205027,1.0000000000
-2.1758263915,-2.4773693768,-1.0000000000
-2.3355331027,0.5991081707,-1.0000000000
-1.2626178725,-2.8535731129,-1.0000000000
0.7635618983,1.6468603218,1.0000000000
2.1040067614,-2.0867440923,1.0000000000
-1.6730082371,-2.5916683609,-1.0000000000
1.5824414261,-1.3812720234,1.0000000000
3.6495567095,-4.7395682391,1.0000000000
1.6413597452,1.9281761575,1.0000000000
1.1020176440,-0.4355694464,1.0000000000
1.1698810179,1.8793295854,1.0000000000
-1.3173551790,1.7753755385,-1.0000000000
1.7475342687,1.7895562122,1.0000000000
-2.8948874833,1.5837809314,-1.0000000000
-1.4410478653,-0.8227621886,-1.0000000000
3.1201701364,-3.8597145101,1.0000000000
-0.4059483859,2.0700095368,-1.0000000000
-0.7066432242,-0.8389214838,-1.0000000000
-3.3911829622,1.8381590444,-1.0000000000
1.6820388719,-1.7963900205,1.0000000000
3.0854794059,-3.0942039480,1.0000000000
2.6881850467,-3.4082245589,1.0000000000
2.9523075063,2.2937145355,1.0000000000
2.0796995001,1.8190555732,1.0000000000
1.9761033757,-2.1647026052,1.0000000000
2.9779502570,2.3525588789,1.0000000000
2.9593854660,2.2601023084,1.0000000000
1.6551408499,-1.4284996525,1.0000000000
0.7199555165,1.6285388705,1.0000000000
-2.3226320723,-0.9251312667,-1.0000000000
-2.0494282173,-1.4849656321,-1.0000000000
2.1808695257,2.2904022552,1.0000000000
-2.7169658148,-2.0777156585,-1.0000000000
-1.1304109965,-0.0377321398,-1.0000000000
1.9192072072,-1.5972429356,1.0000000000
-1.9712344721,2.4925587902,-1.0000000000
3.3411016762,2.3503469435,1.0000000000
-3.1108988635,1.0222656909,-1.0000000000
1.2480290032,-1.0072626198,1.0000000000
3.3751484014,2.3884024419,1.0000000000
1.7040777382,1.6675849505,1.0000000000
2.9547601608,2.1809381109,1.0000000000
1.6258912642,-1.7018654234,1.0000000000
-0.8026061075,-2.1107496824,-1.0000000000
2.0941025579,2.0920578683,1.0000000000
-3.5048375203,-2.3359818649,-1.0000000000
1.7446049041,2.1385559241,1.0000000000
-2.3799127570,-2.8546181582,-1.0000000000
-2.6470957073,-1.8920342975,-1.0000000000
-1.8554022277,1.5201808951,-1.0000000000
2.4846525676,-2.1092846431,1.0000000000
2.3111090270,-2.5983736668,1.0000000000
0.3897527912,1.5347616722,1.0000000000
2.5688219891,2.1287695096,1.0000000000
1.7338064725,2.2701967313,1.0000000000
-1.4782707104,2.4069250851,-1.0000000000
-2.4494986340,2.2724481041,-1.0000000000
-1.4758668696,-0.7011173703,-1.0000000000
-2.7743616241,-1.9811860578,-1.0000000000
-2.2010077140,2.7676782344,-1.0000000000
-1.7502446922,2.5382466213,-1.0000000000
-1.6081162829,-1.5519501081,-1.0000000000
1.0783458156,-0.2050739016,1.0000000000
-1.7709830521,2.6801594363,-1.0000000000
-1.0693469602,-1.7720527264,-1.0000000000
-1.6006953219,2.6308343299,-1.0000000000
-2.5979472499,2.1422948674,-1.0000000000
1.9517185134,2.0573054939,1.0000000000
-1.2337994462,-2.5310123273,-1.0000000000
-1.4776499434,2.1645310244,-1.0000000000
-1.7836387928,-2.3805597600,-1.0000000000
-1.9978119231,2.4523785629,-1.0000000000
-1.4780185774,-2.0108185274,-1.0000000000
1.5537836420,-1.7913644621,1.0000000000
-3.5636564921,-2.8028335539,-1.0000000000
-0.8569783006,-2.1840064770,-1.0000000000
-0.7421446477,-1.8184338843,-1.0000000000
-1.2840712725,-1.9941974272,-1.0000000000
-1.7668069794,2.0733497201,-1.0000000000
